Timestamp,Attraction,Queue_Length,Ride_Throughput,Visitor_Count,Visitor_ID,Step_Count,Transaction_Amount,Check_In_Time,Check_Out_Time,Loyalty_Member,Weather_Condition,Age,Gender,Guest_Satisfaction_Score
2025-02-27 06:03:53.105482578,Battlestar Galactica: CYLON,36,24,9,44,9331,144.0372089528749,10.191443131179705,18.216455837799103,No,Sunny,27,Female,4.650805355307209
2025-02-20 13:21:42.812485933,Transformers: The Ride,51,31,16,45,12954,145.81802520413387,10.81981319039419,20.78488896414943,No,Cloudy,36,Female,3.582869813690213
2025-02-25 23:19:14.023543119,Battlestar Galactica: CYLON,51,33,10,46,14083,59.79287968310763,10.504427918501156,20.541863684221354,Yes,Cloudy,31,Female,4.569595796923848
2025-02-24 09:17:45.244120836,Sesame Street Spaghetti Space Chase,17,32,7,47,9051,62.6995553294292,12.200861161903116,18.51291648632102,No,Rainy,27,Male,1.8218964220071467
2025-02-16 03:21:46.313966990,Transformers: The Ride,64,39,14,48,14677,161.90260346337868,10.195491407531357,19.277564808530112,No,Cloudy,46,Female,1.4865664878878146
2025-03-01 11:44:10.950261593,Sesame Street Spaghetti Space Chase,14,32,17,49,7294,117.06186927095744,12.87617182731587,17.12936551797559,No,Rainy,27,Male,1.0887701049329574
2025-02-20 15:20:14.040179491,Revenge of the Mummy,54,28,16,50,10462,154.594394221028,11.588891649700148,20.230437363913772,Yes,Cloudy,38,Male,1.9241793529044318
2025-02-23 18:10:57.353012085,Sesame Street Spaghetti Space Chase,45,31,17,51,13150,95.94962973052114,10.861950313886028,20.892339052160917,Yes,Rainy,36,Male,2.7586882875758123
2025-02-18 14:12:29.256023645,Sesame Street Spaghetti Space Chase,24,24,18,52,14130,82.29559109418626,11.889464028163873,21.695931242017814,No,Sunny,38,Male,4.948390997380895
2025-02-21 01:49:38.429833412,Battlestar Galactica: CYLON,41,23,6,53,15575,97.81644745276544,9.362458040182124,21.540310622928985,Yes,Cloudy,21,Male,4.502987170862743
2025-02-17 11:46:31.167786121,Sesame Street Spaghetti Space Chase,36,28,10,54,8980,104.04710407731126,12.84211895773713,17.99811873601519,Yes,Sunny,38,Male,3.5214251000559527
2025-02-19 04:13:39.900576353,Battlestar Galactica: CYLON,44,23,10,55,10129,78.61877600923923,11.282132590974197,18.62260293095444,No,Cloudy,17,Male,3.680884228080506
2025-02-28 13:12:45.309553146,Revenge of the Mummy,62,25,15,56,15714,127.95040699968567,12.710592241172753,21.787845249956213,No,Cloudy,28,Female,2.517578669734888
2025-02-21 16:45:29.503527403,Sesame Street Spaghetti Space Chase,35,36,9,57,8267,125.43620812529767,11.124593110908712,19.6560400672591,No,Cloudy,32,Female,3.6690647017418025
2025-02-25 04:00:41.074935675,Puss In Boots' Giant Journey,55,44,12,58,9481,101.3996989126408,11.617825327871172,19.711697698571047,No,Rainy,19,Male,4.357671032870713
2025-02-19 21:27:26.761149406,Revenge of the Mummy,36,25,9,59,10092,124.04287239347815,12.408584618011865,17.93452341342211,No,Cloudy,46,Female,1.7731497312938864
2025-02-21 04:51:33.432132244,Battlestar Galactica: CYLON,50,33,8,60,14513,136.79452552533505,12.448105746264856,17.20204846226499,Yes,Cloudy,29,Male,3.512512443089978
2025-02-24 02:28:15.856927633,Transformers: The Ride,30,28,9,61,8162,171.70848438646902,12.118453382171783,21.519369104963022,No,Sunny,40,Female,4.736631898122867
2025-02-16 12:00:15.773360014,Transformers: The Ride,40,32,14,62,9403,131.48509364985105,10.35387498543454,20.539289294498147,Yes,Cloudy,18,Female,2.5072769286526877
2025-02-23 06:30:33.277391434,Sesame Street Spaghetti Space Chase,59,32,7,63,11635,137.56302992047537,12.001389546231973,20.466628201014988,Yes,Sunny,23,Female,2.5457457232189613
2025-02-16 05:18:35.999951363,Transformers: The Ride,41,31,13,64,11256,90.79630091221603,11.115119093062892,19.695251990350435,No,Cloudy,18,Female,1.2901424219694326
2025-02-28 13:23:21.872713327,Battlestar Galactica: CYLON,56,32,16,65,16422,77.01517645210672,10.22444580039805,20.180165619369976,No,Rainy,38,Male,3.671407380328487
2025-02-25 02:29:56.484524250,Sesame Street Spaghetti Space Chase,41,32,8,66,17465,101.01150983286117,11.80817896629253,18.33633084381422,Yes,Sunny,32,Female,4.685049844127277
2025-02-20 17:36:50.492645979,Transformers: The Ride,21,31,15,67,10918,126.16747481650904,9.405351640625627,17.44397867397939,No,Rainy,36,Female,5.033454825592956
2025-02-22 19:58:34.880123138,Sesame Street Spaghetti Space Chase,45,30,6,68,13337,146.707514621446,12.46386285666837,17.127033898849827,Yes,Sunny,34,Female,2.8681284894990404
2025-03-01 08:53:21.276314735,Sesame Street Spaghetti Space Chase,27,20,12,69,9094,137.86171966173117,9.924415754937947,19.508751298737884,No,Sunny,20,Female,2.1045112859267654
2025-02-19 06:31:11.151638269,Battlestar Galactica: CYLON,51,27,12,70,10396,117.74304841267927,12.613981828731903,18.47716939309488,No,Sunny,23,Female,4.330332311531255
2025-02-16 09:57:39.566426277,Puss In Boots' Giant Journey,39,24,7,71,14532,146.09713950221445,10.190001670059244,21.8811893399458,No,Cloudy,35,Female,1.2449089423288842
2025-02-17 18:22:16.004676580,Sesame Street Spaghetti Space Chase,59,24,8,72,10265,126.75061718590337,12.706890792890404,17.43018586328434,No,Sunny,14,Female,4.804762910620585
2025-02-18 03:09:42.652182102,Transformers: The Ride,34,27,8,73,9228,117.669605792583,10.93883668835061,20.85242753016099,Yes,Sunny,23,Female,1.1463941711687704
2025-02-23 23:35:18.081394434,Revenge of the Mummy,35,27,8,74,10507,162.78776315781525,11.381553827936635,20.692220947551718,No,Sunny,46,Female,4.503819383369274
2025-02-21 19:56:10.402018309,Revenge of the Mummy,35,29,13,75,14070,164.71084933427406,10.834573719609187,19.650613869729774,No,Cloudy,39,Male,4.657839060768071
2025-02-21 23:47:49.037432194,Transformers: The Ride,49,30,9,76,9073,23.977048440674928,11.31415001171106,18.41970310729589,Yes,Sunny,27,Male,4.591966878984257
2025-02-17 15:36:00.486773729,Revenge of the Mummy,31,33,19,77,12383,123.77599988123427,10.664988428092332,18.908537290529036,Yes,Cloudy,20,Female,1.5854655187081577
2025-02-18 11:15:58.506031990,Sesame Street Spaghetti Space Chase,38,23,10,78,13739,118.2777782066884,11.808508358598957,19.702259640421556,No,Sunny,29,Male,4.994707292002643
2025-02-25 04:37:09.456074953,Sesame Street Spaghetti Space Chase,26,33,10,79,12995,162.07879721881952,12.824518345024552,21.81529445356312,No,Rainy,29,Female,2.2053078149288274
2025-02-20 22:59:11.343852997,Revenge of the Mummy,37,28,7,80,10561,116.2833846611842,11.703435176444879,18.34821128539795,No,Rainy,26,Male,4.809572289810657
2025-02-27 19:26:57.533051014,Puss In Boots' Giant Journey,31,28,8,81,8567,164.22918668634634,12.807636859316759,21.44483215236806,Yes,Sunny,29,Female,1.670616139293196
2025-02-18 15:21:02.837024212,Sesame Street Spaghetti Space Chase,50,32,10,82,7593,99.48177057637572,10.233961834621644,21.203949699055364,No,Rainy,40,Female,1.6353399197500553
2025-02-17 04:28:13.142982960,Revenge of the Mummy,38,28,12,83,9919,113.82742760468864,11.849684660147036,21.927235659710902,Yes,Sunny,32,Male,4.62114478955502
2025-02-15 00:00:00.000000000,Transformers: The Ride,49,31,12,84,15351,117.89638046507017,11.653273821434937,21.905519388923675,No,Cloudy,24,Female,4.534874674908562
2025-02-18 03:35:06.172955275,Sesame Street Spaghetti Space Chase,39,30,12,85,10076,127.72455632955446,11.660266958593636,21.641691534284263,No,Sunny,39,Male,2.272879714119397
2025-02-26 13:41:16.583377600,Sesame Street Spaghetti Space Chase,54,22,8,86,13971,155.19953759578146,11.669053532864265,20.45220820630693,Yes,Rainy,29,Female,3.329186189601495
2025-02-17 17:49:30.436141491,Transformers: The Ride,59,29,8,87,8877,148.75748651293253,10.561534977055873,18.416540021783423,No,Sunny,51,Male,2.613794474626822
2025-02-25 19:10:33.867181778,Transformers: The Ride,33,31,11,88,12640,132.55183829450604,11.515688262468432,17.480349557421878,Yes,Cloudy,32,Female,2.8434146207207682
2025-02-25 04:02:29.322026014,Revenge of the Mummy,32,24,9,89,8529,118.98155911352845,12.799714453463626,19.155762955137135,Yes,Sunny,53,Male,4.73390854960866
2025-02-27 08:40:43.235703945,Sesame Street Spaghetti Space Chase,36,23,12,90,6650,94.77206798785126,11.225503517607661,17.830286475339623,No,Sunny,38,Female,1.7189185754638898
2025-02-19 17:07:59.121652365,Transformers: The Ride,14,30,12,91,14075,120.84169727097586,10.211499439008671,19.013060550729147,No,Cloudy,51,Female,1.2722975747828031
2025-02-26 05:30:11.339524746,Revenge of the Mummy,30,28,12,92,9586,172.52541887574145,10.515040015867596,18.814243629613866,Yes,Sunny,45,Male,4.490044039085982
2025-02-28 20:00:45.578430891,Transformers: The Ride,29,30,7,93,9914,108.02813442806139,11.562566395929716,19.851165341972735,No,Cloudy,21,Female,4.538951118128942
2025-02-18 23:39:33.209389925,Sesame Street Spaghetti Space Chase,38,32,11,94,17390,99.3674776270702,11.54000301376309,17.52948926477187,No,Sunny,31,Female,4.688038863687642
2025-02-19 14:58:33.056227207,Transformers: The Ride,23,32,8,95,9648,130.58108260560851,12.288253048092532,18.355664218278857,No,Cloudy,44,Female,2.8433965185987864
2025-02-28 07:27:48.929865599,Battlestar Galactica: CYLON,27,29,9,96,12603,151.4257077724918,9.88324479524032,19.912850204782977,Yes,Cloudy,27,Female,3.82417812601605
2025-02-16 21:04:46.647233963,Transformers: The Ride,17,29,8,97,14705,136.07193718264568,12.58786069863206,21.238123229981582,No,Sunny,47,Female,5.128120292420992
2025-02-24 16:37:02.505120039,Puss In Boots' Giant Journey,28,34,8,98,9920,67.37348488332984,12.97798429667315,21.453968042293198,No,Sunny,16,Female,3.434090321718015
2025-02-23 04:01:37.476171017,Transformers: The Ride,37,33,12,99,7949,141.68877920534658,11.756153304180408,17.75783917796009,No,Cloudy,40,Male,2.728497245154114
2025-02-22 08:42:19.981842518,Battlestar Galactica: CYLON,73,29,6,100,8153,108.7038157271519,10.557884002612347,18.896395766195482,No,Sunny,32,Male,3.322079183882793
2025-02-26 20:42:21.989449501,Sesame Street Spaghetti Space Chase,45,25,8,101,9235,87.68849247890644,11.644377381833939,20.684955463123856,No,Sunny,17,Female,1.4450710722065114
2025-02-17 18:49:30.020768881,Puss In Boots' Giant Journey,61,25,8,102,12595,57.31936910407944,12.121147783875605,17.7374090418817,No,Sunny,50,Female,4.484220148650616
2025-02-20 16:19:08.175874710,Sesame Street Spaghetti Space Chase,56,21,8,103,13120,158.23138174609647,10.164921380124667,19.123492083790634,Yes,Sunny,37,Female,4.406813819438767
2025-02-28 19:58:11.345851421,Battlestar Galactica: CYLON,16,34,16,104,14642,108.81614446292713,10.702485253664136,21.601389086085973,Yes,Sunny,36,Female,3.592968665290577
2025-02-22 00:51:17.604753733,Battlestar Galactica: CYLON,34,25,13,105,10382,134.54853917823823,11.183898036145251,20.457163881083464,No,Sunny,46,Male,2.7065526423598985
2025-02-15 00:47:17.297888756,Puss In Boots' Giant Journey,20,26,12,106,13509,24.438753302282294,12.355931743471732,21.762469975021443,Yes,Sunny,27,Male,1.7897539522138224
2025-02-18 09:52:24.740877628,Battlestar Galactica: CYLON,56,28,6,107,13031,158.93518110536303,11.94706579454047,21.809423447841,No,Sunny,48,Male,3.260013824748064
2025-02-22 12:47:41.540743828,Revenge of the Mummy,51,26,10,108,9811,163.61995658488576,10.581393670626294,17.252004894102402,Yes,Sunny,21,Male,1.1018041156671847
2025-02-20 02:26:40.045519590,Revenge of the Mummy,35,27,8,109,10051,101.29723627132833,9.940595825335402,20.823788867810638,No,Sunny,11,Female,3.6033637412755546
2025-02-27 11:55:18.206465244,Revenge of the Mummy,66,26,10,110,9503,126.6486560691342,12.889132039358843,17.13993722056194,No,Rainy,38,Male,4.2166224223244395
2025-02-23 18:43:21.469953299,Battlestar Galactica: CYLON,62,33,5,111,10324,131.60333990742828,12.77593029491777,20.044565800214407,Yes,Cloudy,15,Female,3.3481115470830125
2025-02-26 01:59:40.987735987,Sesame Street Spaghetti Space Chase,17,32,7,112,18618,115.60079830583572,9.399774905321939,19.999365297285074,No,Sunny,39,Male,4.773585034961117
2025-02-20 09:31:51.067873955,Transformers: The Ride,34,39,16,113,12116,122.12597481203312,11.705218583377553,21.84159945428685,Yes,Cloudy,17,Female,3.808660926452285
2025-02-15 00:00:00.000000000,Revenge of the Mummy,42,31,19,114,10319,107.24781543269383,13.05059693866773,21.636015141649988,Yes,Sunny,19,Male,1.6611773969650359
2025-02-20 06:12:00.287293196,Battlestar Galactica: CYLON,29,27,7,115,9010,63.233291032759354,9.403945201142085,18.896859528988234,Yes,Rainy,19,Female,4.469438089852862
2025-02-28 13:56:22.769858599,Transformers: The Ride,43,25,8,116,12857,116.2005864134189,12.460476419138665,18.541854283229654,Yes,Cloudy,16,Female,1.5322261120677294
2025-02-18 02:58:43.250630617,Revenge of the Mummy,35,28,15,117,11356,140.6600689295286,10.922881907312242,21.89181972547731,No,Rainy,28,Female,2.296262293764684
2025-02-25 12:06:55.918419600,Revenge of the Mummy,38,26,13,118,16345,119.27848466968682,12.770313721727382,18.85534416444966,No,Sunny,41,Female,4.525232581408692
2025-02-16 12:23:18.300955296,Sesame Street Spaghetti Space Chase,44,24,17,119,13386,107.11255998171157,11.048819382648762,19.99957834982149,Yes,Sunny,34,Female,4.319674550257905
2025-02-18 13:48:58.275563478,Revenge of the Mummy,29,32,11,120,14452,85.7683601382847,13.015907516884008,20.68198454614818,No,Cloudy,39,Female,2.1557649547266364
2025-02-20 17:52:59.488266468,Transformers: The Ride,28,34,16,121,9619,83.02895104623319,10.217292343462274,17.836981635625694,Yes,Sunny,47,Female,2.51138609142949
2025-02-23 21:06:01.222979546,Sesame Street Spaghetti Space Chase,19,35,12,122,8447,169.7725715514379,12.124202284608458,18.167988658819493,No,Sunny,36,Male,2.789309544807845
2025-03-01 19:21:08.253722191,Transformers: The Ride,23,38,8,123,11318,148.71990143458524,12.765166563971807,21.51090983049752,No,Sunny,28,Male,2.1972403111024197
2025-03-01 20:36:52.341645956,Battlestar Galactica: CYLON,41,40,14,124,10430,124.95081163969313,10.729411784538772,18.774568682392495,Yes,Sunny,25,Female,4.737013379338401
2025-02-16 13:48:57.896915197,Transformers: The Ride,28,23,12,125,9531,108.82325698691476,9.326981646438341,18.109736676314714,No,Cloudy,35,Female,4.8508395914842835
2025-02-17 07:21:16.154134274,Sesame Street Spaghetti Space Chase,64,27,8,126,12410,130.99547832251326,11.626285922971542,18.88634723491847,No,Sunny,37,Female,4.686997193698824
2025-02-24 16:12:21.606323719,Battlestar Galactica: CYLON,21,33,19,127,16306,162.8792112352499,10.079178641374623,20.52465159180586,No,Cloudy,14,Female,1.5554406123738593
2025-02-22 04:22:06.537742376,Puss In Boots' Giant Journey,43,24,11,128,7550,97.88836675247556,11.32534671742982,19.0894503111429,Yes,Sunny,30,Female,4.684210196796693
2025-02-17 07:08:56.141752005,Battlestar Galactica: CYLON,51,27,9,129,8098,97.15297774351987,10.488317115028671,17.270865952262128,No,Cloudy,20,Male,3.710820891451115
2025-02-16 07:57:47.658277988,Sesame Street Spaghetti Space Chase,41,36,6,130,8641,133.297762667813,10.33457157933738,18.517597583351936,No,Sunny,43,Female,3.456494355777525
2025-03-01 02:25:29.878499269,Transformers: The Ride,58,32,8,131,8683,111.9490804470988,11.761393480150058,20.029641043026796,Yes,Cloudy,49,Male,4.458525436061346
2025-02-19 03:42:58.787969589,Sesame Street Spaghetti Space Chase,63,27,5,132,9196,101.86666840616306,11.996785835168842,19.506447917133496,No,Sunny,43,Female,4.626288784999591
2025-02-25 02:06:52.817421436,Revenge of the Mummy,31,39,12,133,10224,87.98970277794928,11.06665400929158,22.37712708870743,No,Sunny,46,Male,2.230206767721224
2025-02-20 18:13:18.173761368,Revenge of the Mummy,11,29,8,134,9292,109.12628986690606,10.984400715668368,21.687354550959217,No,Sunny,35,Male,4.866367532286628
2025-02-15 08:41:30.231074810,Revenge of the Mummy,60,24,7,135,17651,133.9923778834944,11.971595730228536,21.725083242425143,Yes,Cloudy,37,Female,1.0827639705121963
2025-02-17 18:49:44.692355394,Sesame Street Spaghetti Space Chase,22,31,7,136,10449,120.3366715375993,11.379537514271135,18.597322521200685,Yes,Cloudy,27,Male,4.340716612895155
2025-02-24 19:58:21.153645515,Sesame Street Spaghetti Space Chase,53,28,12,137,7994,131.27678653622502,12.207184927292559,20.62508524343185,No,Sunny,18,Male,4.794198458355983
2025-02-19 06:19:48.064463854,Sesame Street Spaghetti Space Chase,56,34,16,138,12206,141.73799281053383,12.852837569903976,18.972004355484984,No,Sunny,38,Male,4.879292387771034
2025-02-15 09:13:19.703321218,Transformers: The Ride,40,31,14,139,11353,77.8837372533216,11.416164613651445,21.25606509136025,No,Cloudy,43,Male,1.8200650873506348
2025-02-20 18:13:27.050930977,Battlestar Galactica: CYLON,30,22,12,140,13369,132.97402185093802,12.077412033915389,21.93337847727289,Yes,Sunny,41,Female,2.2994249987830426
2025-02-27 02:24:36.262950181,Battlestar Galactica: CYLON,23,32,7,141,12993,125.21219791143345,10.596932487767782,19.33625836644609,No,Sunny,37,Male,3.808099225665447
2025-02-23 03:24:52.556006432,Battlestar Galactica: CYLON,54,30,8,142,14298,144.69654955913524,9.066348142859619,20.14506495159233,No,Sunny,26,Male,1.4189504591141382
2025-02-17 23:06:31.241948843,Transformers: The Ride,47,20,10,143,15492,78.98553443391023,11.60507452929529,19.255297590393972,No,Cloudy,39,Female,3.6962483079907833
2025-02-23 10:47:24.148046732,Puss In Boots' Giant Journey,42,25,9,144,10805,145.50155576822573,11.24501781866523,22.10681891800875,No,Sunny,33,Male,2.5374376392237483
2025-02-16 18:48:27.870465279,Transformers: The Ride,40,34,12,145,7044,124.25401875522424,9.288939619273282,17.522502990796287,No,Sunny,24,Male,4.191363019270676
2025-03-01 12:05:24.128859997,Transformers: The Ride,46,25,12,146,15016,78.70316092978327,12.423574689044562,17.67616161304737,Yes,Cloudy,30,Female,2.259707321390503
2025-02-21 21:49:49.656242609,Revenge of the Mummy,47,25,10,147,12152,125.64929576881495,12.6253399157813,17.3627213325376,No,Sunny,31,Male,4.566462756167286
2025-02-15 06:41:40.650039434,Sesame Street Spaghetti Space Chase,59,32,10,148,10387,120.27714639821671,10.62119162325885,19.534453839657864,Yes,Sunny,37,Female,2.7043935083941197
2025-02-24 03:44:14.051858425,Revenge of the Mummy,7,31,15,149,10874,79.45469815447848,12.553606131241166,19.940415511628967,No,Cloudy,41,Female,2.0603020494057924
2025-03-01 18:49:03.332274437,Transformers: The Ride,34,25,10,150,8928,99.22251240746212,11.703366882192276,20.430839326575683,No,Sunny,33,Female,4.823168309284807
2025-02-19 21:06:15.101687908,Revenge of the Mummy,27,31,9,151,10801,89.98844778468518,10.014115460609757,19.231154216927784,No,Cloudy,19,Female,0.9862706281059483
2025-02-28 10:12:36.073486328,Puss In Boots' Giant Journey,38,31,8,152,9964,144.3219903616246,11.697869338363818,19.322736874891255,Yes,Sunny,24,Female,2.032953222376363
2025-02-18 20:10:57.776001930,Sesame Street Spaghetti Space Chase,48,31,10,153,15460,84.25837930576832,12.222572357995176,21.817566155505922,No,Rainy,47,Female,5.00478397260414
2025-02-17 16:38:03.634484291,Battlestar Galactica: CYLON,39,30,9,154,7929,105.4232648271358,11.781723342555061,19.23056741411515,Yes,Sunny,30,Female,4.280683122968501
2025-03-01 18:05:52.072853804,Transformers: The Ride,11,14,14,155,10278,110.93484124299086,11.7719036958106,18.582516571465156,No,Sunny,35,Female,4.6301712992921535
2025-02-26 20:32:51.552219868,Puss In Boots' Giant Journey,32,37,8,156,4530,119.93585904646625,12.733665836132296,18.465976661658477,No,Rainy,43,Female,4.527779586910917
2025-02-20 05:40:06.211897135,Transformers: The Ride,29,31,5,157,15673,157.14547414548358,11.5973972424894,21.905569879616227,Yes,Sunny,19,Female,4.918038221972992
2025-02-26 23:26:56.781279087,Revenge of the Mummy,35,22,8,158,9835,72.94815145151514,12.130290093649354,22.127261869871415,No,Sunny,44,Male,4.797927199638154
