Date,Visitor_ID,Loyalty_Member,Age,Gender,Theme_Zone_Visited,Attraction_Times,Average_Queue_Time,Restaurant_Spending,Merchandise_Spending,Total_Spending
2024-10-12,27dc447c-cc7a-4cac-9e7d-afdb90835085,No,22,Male,"['New York', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 59.78, 'Check_Out': 10.16}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.16, 'Queue_Time': 33.23, 'Check_Out': 10.89}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.89, 'Queue_Time': 42.89, 'Check_Out': 11.85}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.85, 'Queue_Time': 27.64, 'Check_Out': 12.44}]",40.88,12.24,47.73,59.97
2024-11-18,dc507a0e-a845-49f8-be0e-4ff8580eda68,No,13,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 9.0, 'Queue_Time': 36.79, 'Check_Out': 9.74}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 9.74, 'Queue_Time': 44.46, 'Check_Out': 10.58}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.58, 'Queue_Time': 51.93, 'Check_Out': 11.63}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.63, 'Queue_Time': 55.6, 'Check_Out': 12.7}]",47.20,10.56,0.00,10.56
2024-12-07,c9a62f48-0c9e-40e5-b979-7fe1f947608c,No,32,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 21.55, 'Check_Out': 14.49}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.49, 'Queue_Time': 50.8, 'Check_Out': 15.46}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.46, 'Queue_Time': 53.68, 'Check_Out': 16.47}, {'Attraction': 'Canopy Flyer', 'Check_In': 16.47, 'Queue_Time': 47.98, 'Check_Out': 17.38}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 17.38, 'Queue_Time': 58.78, 'Check_Out': 18.56}]",46.56,12.39,0.00,12.39
2024-02-27,146e53cc-2365-4abf-8039-4c79c067180c,No,64,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 12.0, 'Queue_Time': 27.31, 'Check_Out': 12.69}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.69, 'Queue_Time': 49.52, 'Check_Out': 13.7}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.7, 'Queue_Time': 36.78, 'Check_Out': 14.43}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.43, 'Queue_Time': 50.31, 'Check_Out': 15.36}]",40.98,10.28,47.96,58.24
2024-07-22,6ac0bbce-b2e3-4f6d-9962-964e96537d36,No,25,Male,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 10.0, 'Queue_Time': 45.03, 'Check_Out': 10.92}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.92, 'Queue_Time': 47.36, 'Check_Out': 11.89}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.89, 'Queue_Time': 43.43, 'Check_Out': 12.86}]",45.27,12.33,0.00,12.33
2024-06-27,002161a6-a84e-4fbc-b403-f98c94aee415,No,43,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 44.73, 'Check_Out': 12.88}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 12.88, 'Queue_Time': 33.62, 'Check_Out': 13.57}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.57, 'Queue_Time': 39.84, 'Check_Out': 14.43}, {'Attraction': 'Transformers: The Ride', 'Check_In': 14.43, 'Queue_Time': 33.93, 'Check_Out': 15.24}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.24, 'Queue_Time': 58.7, 'Check_Out': 16.39}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 16.39, 'Queue_Time': 42.74, 'Check_Out': 17.28}]",42.26,0.00,35.25,35.25
2024-04-05,b72924d3-b7dd-44b8-bab9-f0fe8a2729ef,No,13,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 32.8, 'Check_Out': 11.78}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.78, 'Queue_Time': 34.2, 'Check_Out': 12.59}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.59, 'Queue_Time': 42.94, 'Check_Out': 13.5}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.5, 'Queue_Time': 31.73, 'Check_Out': 14.16}]",35.42,0.00,0.00,0.00
2024-05-30,9ca9668a-9aec-4ec6-bbed-e09d36333304,No,38,Female,"['Hollywood', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.0, 'Queue_Time': 25.72, 'Check_Out': 13.64}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.64, 'Queue_Time': 23.36, 'Check_Out': 14.23}]",24.54,14.93,0.00,14.93
2024-01-05,dcf695ad-2837-4c89-8f48-99be8983f9d9,No,40,Male,"['Hollywood', 'New York', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 48.33, 'Check_Out': 9.97}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 9.97, 'Queue_Time': 48.2, 'Check_Out': 10.9}]",48.26,12.61,38.51,51.12
2024-05-05,437b617b-1fc8-42f1-aef8-9cbd745a05f4,No,64,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 54.74, 'Check_Out': 12.03}, {'Attraction': 'Transformers: The Ride', 'Check_In': 12.03, 'Queue_Time': 32.91, 'Check_Out': 12.67}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 12.67, 'Queue_Time': 56.99, 'Check_Out': 13.86}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.86, 'Queue_Time': 47.82, 'Check_Out': 14.75}]",48.12,11.30,50.91,62.21
2024-02-23,c232c5d6-b3bf-44b9-afd2-03c90ca12aa7,Yes,18,Female,"['New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 26.79, 'Check_Out': 12.64}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.64, 'Queue_Time': 30.64, 'Check_Out': 13.29}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.29, 'Queue_Time': 38.13, 'Check_Out': 14.02}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.02, 'Queue_Time': 36.45, 'Check_Out': 14.81}]",33.00,10.80,49.75,60.55
2024-09-12,bdbfad60-cca7-44f5-afda-5b71ae035d3a,No,68,Male,"['Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 9.0, 'Queue_Time': 35.07, 'Check_Out': 9.79}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 9.79, 'Queue_Time': 35.72, 'Check_Out': 10.61}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.61, 'Queue_Time': 42.76, 'Check_Out': 11.42}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.42, 'Queue_Time': 22.26, 'Check_Out': 12.01}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.01, 'Queue_Time': 59.99, 'Check_Out': 13.26}]",39.16,14.61,0.00,14.61
2024-03-23,0f0c1797-b559-4a8f-aa95-a610d993f38b,No,54,Female,"['Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 14.0, 'Queue_Time': 30.75, 'Check_Out': 14.6}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.6, 'Queue_Time': 53.25, 'Check_Out': 15.62}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.62, 'Queue_Time': 58.72, 'Check_Out': 16.7}]",47.57,0.00,0.00,0.00
2024-09-11,84f65106-211d-4766-8e68-071adef352bb,No,49,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 12.0, 'Queue_Time': 56.17, 'Check_Out': 13.08}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.08, 'Queue_Time': 40.94, 'Check_Out': 13.96}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.96, 'Queue_Time': 51.86, 'Check_Out': 14.98}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.98, 'Queue_Time': 30.33, 'Check_Out': 15.65}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.65, 'Queue_Time': 39.7, 'Check_Out': 16.45}]",43.80,0.00,31.59,31.59
2024-09-05,141b418a-890f-4674-9f85-e6eb17ea9c21,No,13,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 28.95, 'Check_Out': 13.7}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.7, 'Queue_Time': 21.27, 'Check_Out': 14.23}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.23, 'Queue_Time': 34.24, 'Check_Out': 15.04}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.04, 'Queue_Time': 33.2, 'Check_Out': 15.73}]",29.42,12.89,0.00,12.89
2024-02-25,2193d73d-9550-4944-ad73-17f08315fab9,No,14,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 44.73, 'Check_Out': 11.89}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.89, 'Queue_Time': 30.1, 'Check_Out': 12.59}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.59, 'Queue_Time': 40.47, 'Check_Out': 13.44}]",38.43,12.68,0.00,12.68
2024-01-15,b33b55ea-d684-4822-aac7-fd939408cca4,No,49,Female,"['Hollywood', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 10.0, 'Queue_Time': 34.2, 'Check_Out': 10.76}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.76, 'Queue_Time': 43.37, 'Check_Out': 11.69}]",38.78,13.52,0.00,13.52
2024-02-11,3aaae063-60d3-489e-877d-a1829dcf0c14,No,44,Male,"['Hollywood', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.0, 'Queue_Time': 34.61, 'Check_Out': 14.74}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.74, 'Queue_Time': 23.52, 'Check_Out': 15.35}]",29.06,15.05,30.38,45.43
2024-08-16,9933421e-031f-41a0-a1d3-0a37c5389da3,Yes,31,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 52.83, 'Check_Out': 10.08}, {'Attraction': 'Transformers: The Ride', 'Check_In': 10.08, 'Queue_Time': 50.78, 'Check_Out': 11.04}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 11.04, 'Queue_Time': 29.7, 'Check_Out': 11.64}, {'Attraction': 'Canopy Flyer', 'Check_In': 11.64, 'Queue_Time': 43.25, 'Check_Out': 12.47}]",44.14,13.20,37.07,50.27
2024-01-10,aa871d5d-0030-49b8-af41-f225e5c40a8b,No,68,Male,"['Hollywood', 'Sci-Fi City', 'The Lost World']","[{'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.0, 'Queue_Time': 51.77, 'Check_Out': 13.96}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.96, 'Queue_Time': 49.84, 'Check_Out': 14.95}]",50.81,0.00,0.00,0.00
2024-03-16,2bf84adb-5bd9-4a91-a51a-6fe756dbc0c3,No,68,Female,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 52.58, 'Check_Out': 12.07}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.07, 'Queue_Time': 55.09, 'Check_Out': 13.14}, {'Attraction': 'Canopy Flyer', 'Check_In': 13.14, 'Queue_Time': 37.57, 'Check_Out': 13.91}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 13.91, 'Queue_Time': 32.06, 'Check_Out': 14.65}]",44.32,11.39,0.00,11.39
2024-11-04,b418ac99-1379-498a-9b8b-fcbc6e0eb309,No,57,Female,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 13.0, 'Queue_Time': 42.93, 'Check_Out': 13.97}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 13.97, 'Queue_Time': 29.94, 'Check_Out': 14.67}, {'Attraction': 'Canopy Flyer', 'Check_In': 14.67, 'Queue_Time': 42.8, 'Check_Out': 15.6}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 15.6, 'Queue_Time': 33.68, 'Check_Out': 16.38}]",37.34,15.08,38.34,53.42
2024-06-05,e4ffb03a-9dff-45ce-a12b-b0dbc1facf07,Yes,65,Male,"['Hollywood', 'New York', 'Sci-Fi City']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 58.36, 'Check_Out': 12.11}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 12.11, 'Queue_Time': 44.6, 'Check_Out': 13.09}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 13.09, 'Queue_Time': 25.56, 'Check_Out': 13.62}]",42.84,14.36,0.00,14.36
2024-12-21,d4d07d8c-d4cf-45fc-ae22-cb98c0f2feae,Yes,67,Male,"['Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 13.0, 'Queue_Time': 24.91, 'Check_Out': 13.54}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.54, 'Queue_Time': 26.62, 'Check_Out': 14.1}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 14.1, 'Queue_Time': 53.5, 'Check_Out': 15.13}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 15.13, 'Queue_Time': 44.32, 'Check_Out': 16.01}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 16.01, 'Queue_Time': 28.22, 'Check_Out': 16.7}]",35.51,0.00,38.70,38.70
2024-03-30,41372223-cd2f-45c8-9b82-21f0c32af609,No,65,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt', 'The Lost World']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 26.62, 'Check_Out': 11.53}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.53, 'Queue_Time': 20.52, 'Check_Out': 12.07}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.07, 'Queue_Time': 38.36, 'Check_Out': 12.88}, {'Attraction': 'Canopy Flyer', 'Check_In': 12.88, 'Queue_Time': 41.4, 'Check_Out': 13.69}]",31.72,11.86,38.96,50.82
2024-07-29,3a165cef-d152-4648-aa36-856778b242bf,No,16,Female,"['Hollywood', 'New York', 'Sci-Fi City', 'Ancient Egypt']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 11.0, 'Queue_Time': 37.63, 'Check_Out': 11.78}, {'Attraction': 'Transformers: The Ride', 'Check_In': 11.78, 'Queue_Time': 57.84, 'Check_Out': 12.89}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 12.89, 'Queue_Time': 30.83, 'Check_Out': 13.59}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 13.59, 'Queue_Time': 36.35, 'Check_Out': 14.28}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.28, 'Queue_Time': 46.36, 'Check_Out': 15.15}]",41.80,11.39,0.00,11.39
2024-11-23,23f573c4-1dbf-4141-8b68-48fd64b1b609,No,57,Female,"['New York', 'Sci-Fi City', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 59.55, 'Check_Out': 11.18}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.18, 'Queue_Time': 36.26, 'Check_Out': 11.92}, {'Attraction': 'Battlestar Galactica: CYLON', 'Check_In': 11.92, 'Queue_Time': 23.48, 'Check_Out': 12.5}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 12.5, 'Queue_Time': 21.06, 'Check_Out': 12.96}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.96, 'Queue_Time': 36.86, 'Check_Out': 13.81}]",35.44,0.00,35.45,35.45
2024-07-13,8c6f2bb7-80ec-4311-808c-65ca7467721a,No,34,Male,"['Hollywood', 'New York', 'Sci-Fi City', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 10.0, 'Queue_Time': 58.98, 'Check_Out': 11.2}, {'Attraction': 'Battlestar Galactica: HUMAN', 'Check_In': 11.2, 'Queue_Time': 51.99, 'Check_Out': 12.22}, {'Attraction': 'Canopy Flyer', 'Check_In': 12.22, 'Queue_Time': 30.75, 'Check_Out': 12.9}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.9, 'Queue_Time': 30.32, 'Check_Out': 13.51}]",43.01,0.00,0.00,0.00
2024-01-29,9624571a-dce7-4669-8791-6b325411ee50,No,18,Female,"['Hollywood', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Revenge of the Mummy', 'Check_In': 12.0, 'Queue_Time': 28.26, 'Check_Out': 12.56}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.56, 'Queue_Time': 56.0, 'Check_Out': 13.72}]",42.13,13.60,0.00,13.60
2024-06-21,2e82c261-058e-4ea1-af1d-c50941c72ccd,No,69,Female,"['Hollywood', 'Sci-Fi City', 'Far Far Away']","[{'Attraction': 'Transformers: The Ride', 'Check_In': 12.0, 'Queue_Time': 31.55, 'Check_Out': 12.67}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 12.67, 'Queue_Time': 31.88, 'Check_Out': 13.38}]",31.72,13.98,0.00,13.98
2024-03-09,791ab166-74dc-4010-bd0c-e25ef4255218,No,24,Male,"['Hollywood', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Canopy Flyer', 'Check_In': 14.0, 'Queue_Time': 44.93, 'Check_Out': 14.91}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 14.91, 'Queue_Time': 34.06, 'Check_Out': 15.63}]",39.50,0.00,0.00,0.00
2024-01-25,f0a98202-09f2-467b-b19e-1c068c486ac1,No,60,Female,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 14.0, 'Queue_Time': 23.66, 'Check_Out': 14.63}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 14.63, 'Queue_Time': 47.62, 'Check_Out': 15.59}, {'Attraction': 'Canopy Flyer', 'Check_In': 15.59, 'Queue_Time': 58.33, 'Check_Out': 16.78}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 16.78, 'Queue_Time': 50.36, 'Check_Out': 17.82}]",44.99,0.00,0.00,0.00
2024-03-29,bf256680-8536-4bea-8256-b16c19632e55,Yes,12,Female,"['Hollywood', 'New York', 'Ancient Egypt', 'The Lost World', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 56.62, 'Check_Out': 10.03}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.03, 'Queue_Time': 27.7, 'Check_Out': 10.6}, {'Attraction': 'Canopy Flyer', 'Check_In': 10.6, 'Queue_Time': 51.81, 'Check_Out': 11.67}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 11.67, 'Queue_Time': 40.9, 'Check_Out': 12.54}]",44.26,0.00,41.77,41.77
2024-10-27,5f929929-dfb8-487b-a3e5-c29d11c93861,No,21,Male,"['Hollywood', 'New York', 'Ancient Egypt', 'Far Far Away']","[{'Attraction': 'Sesame Street Spaghetti Space Chase', 'Check_In': 9.0, 'Queue_Time': 49.51, 'Check_Out': 10.0}, {'Attraction': 'Revenge of the Mummy', 'Check_In': 10.0, 'Queue_Time': 29.32, 'Check_Out': 10.57}, {'Attraction': ""Puss In Boots' Giant Journey"", 'Check_In': 10.57, 'Queue_Time': 20.85, 'Check_Out': 11.15}]",33.23,15.63,0.00,15.63
