Timestamp,Attraction,Queue_Length,Ride_Throughput,Visitor_Count,Visitor_ID,Spending_Amount,Check_In_Time,Check_Out_Time,Loyalty_Member,Age,Gender,Weather_Condition,Step_Count,Guest_Satisfaction_Score,Date
2025-02-27 16:03:47.537822208,Puss In Boots' Giant Journey,54,30,22,16,126,12.683191253216707,19.959451317814786,Yes,21,Female,Cloudy,12693,4.148133984655493,2025-02-28
2025-02-21 08:21:28.732108032,Sesame Street Spaghetti Space Chase,31,32,20,17,184,10.741686486223553,19.608458353834443,No,8,Female,Cloudy,17828,1.0371434968005864,2025-02-16
2025-02-16 03:16:56.862676480,Sesame Street Spaghetti Space Chase,65,23,24,18,124,10.589331769616912,20.92720967995244,Yes,40,Female,Rainy,11827,2.30975712896889,2025-02-17
2025-02-15 18:31:25.312205568,Transformers: The Ride,42,32,21,19,124,12.430374246214546,17.738954929781144,Yes,25,Female,Rainy,7295,1.9157041076071268,2025-02-15
2025-02-18 17:23:20.386183936,Puss In Boots' Giant Journey,42,25,18,20,105,9.57103255990264,20.372995683989572,No,32,Male,Cloudy,11319,1.7989652450466336,2025-02-23
2025-02-28 17:31:17.237596160,Sesame Street Spaghetti Space Chase,39,26,21,21,127,12.751970266605433,20.572057617045534,No,25,Male,Cloudy,15029,2.3861177751597715,2025-02-27
2025-02-21 22:50:02.668754944,Sesame Street Spaghetti Space Chase,44,30,19,22,125,12.202507453869721,21.31220411517665,No,54,Female,Cloudy,7203,1.3649586256616164,2025-02-23
2025-02-19 05:22:07.740412160,Transformers: The Ride,26,29,20,23,235,10.157239723155762,21.216501022039964,No,32,Female,Rainy,10905,2.097098954496379,2025-02-19
2025-02-19 09:39:20.190491136,Sesame Street Spaghetti Space Chase,48,25,20,24,106,9.488841931486778,18.85790438049733,No,39,Female,Sunny,9870,3.3843500118277507,2025-02-18
2025-02-21 12:05:09.290976768,Sesame Street Spaghetti Space Chase,57,26,20,25,136,9.443842587415862,18.02232258472733,No,28,Male,Cloudy,13012,2.2103701432463265,2025-02-25
2025-02-27 01:05:29.484472320,Transformers: The Ride,31,25,17,26,145,10.924417463679044,19.844539034806612,Yes,32,Male,Cloudy,12104,3.5963597055350895,2025-02-18
2025-02-17 17:26:22.296220416,Revenge of the Mummy,74,30,27,27,152,12.83750815475103,19.291029328456187,No,37,Male,Rainy,12226,2.9935152048914087,2025-02-19
2025-02-20 08:51:16.473128704,Revenge of the Mummy,23,27,14,28,145,10.313503272992097,18.96827634394201,No,19,Male,Cloudy,17613,0.9717267698289564,2025-02-19
2025-02-23 22:49:20.613262848,Sesame Street Spaghetti Space Chase,36,30,25,29,165,9.654623895165463,18.848764146257086,No,40,Male,Cloudy,13227,2.437805123027428,2025-02-17
2025-02-18 11:15:30.676662528,Transformers: The Ride,51,24,23,30,135,12.692909081251827,19.396759437193897,Yes,18,Female,Sunny,7527,1.8702723296903272,2025-02-21
2025-02-25 03:41:32.319126016,Sesame Street Spaghetti Space Chase,24,29,22,31,175,10.159408997890813,17.865240693390668,No,39,Female,Rainy,10907,3.8970763992973136,2025-02-19
2025-02-22 21:24:36.083237888,Transformers: The Ride,56,24,23,32,127,9.89913449550186,18.36772137718849,Yes,18,Female,Cloudy,14268,4.488861439745856,2025-02-26
2025-02-16 12:27:55.820674304,Sesame Street Spaghetti Space Chase,60,31,15,33,133,10.165930109420808,17.006797574412833,Yes,40,Male,Cloudy,10483,4.426110365026593,2025-02-23
2025-02-28 18:45:37.100783360,Revenge of the Mummy,53,28,20,34,184,12.193925516039144,19.238434676245692,No,38,Female,Cloudy,16075,4.436043995960905,2025-02-24
2025-02-27 09:39:04.044216320,Battlestar Galactica: CYLON,62,28,32,35,184,12.358587650704946,20.876226295239544,No,34,Female,Cloudy,8765,3.5121393150051925,2025-02-27
2025-02-19 10:34:53.065093632,Sesame Street Spaghetti Space Chase,25,25,20,36,124,9.516764259456998,19.95674065901577,No,39,Female,Sunny,12824,4.516971676847907,2025-02-19
2025-02-25 04:41:06.723080448,Puss In Boots' Giant Journey,54,21,25,37,164,11.635720447442408,18.71126275114658,No,32,Female,Cloudy,14187,4.124563148435617,2025-02-23
2025-02-19 07:43:39.240145152,Puss In Boots' Giant Journey,48,25,19,38,176,9.808851821233345,18.524200534299023,No,43,Female,Sunny,12816,1.0755010998735584,2025-02-17
2025-02-23 05:28:39.943584768,Sesame Street Spaghetti Space Chase,27,32,20,39,106,12.585820205870165,21.040913294818115,No,41,Male,Rainy,12745,2.911332980601524,2025-02-25
2025-02-18 10:40:39.368311296,Puss In Boots' Giant Journey,33,29,21,40,197,9.997242360036573,18.404426584082128,No,40,Male,Sunny,10053,3.761501585593018,2025-02-18
2025-02-25 23:30:23.259193856,Puss In Boots' Giant Journey,51,25,20,41,83,11.611607508471629,17.808048956252573,No,19,Female,Cloudy,18052,4.539926403659687,2025-02-25
2025-02-18 12:31:44.152576256,Sesame Street Spaghetti Space Chase,26,26,24,42,204,9.233786173266898,18.387178456096745,No,34,Female,Sunny,11596,3.58882387091556,2025-02-18
2025-02-16 10:22:30.135396864,Sesame Street Spaghetti Space Chase,38,31,22,43,183,11.330821989454908,18.08756629470659,No,30,Female,Rainy,7771,2.3994561674519885,2025-02-16
2025-02-20 13:09:54.140938752,Puss In Boots' Giant Journey,47,28,23,44,171,12.925068185626932,20.12815128548298,No,21,Male,Cloudy,9107,2.286921941347225,2025-02-18
2025-02-20 07:31:08.356944384,Revenge of the Mummy,25,26,21,45,135,9.851793394890556,19.770513536705472,No,46,Female,Rainy,8313,3.429324736808562,2025-02-17
2025-03-01 05:28:57.857837312,Revenge of the Mummy,35,30,24,46,212,12.620725830026263,19.656080792012485,No,32,Male,Rainy,13141,1.826526069630859,2025-02-18
2025-02-15 00:00:00.000000000,Puss In Boots' Giant Journey,46,33,19,47,108,9.591680963883206,19.018611296586755,Yes,21,Female,Cloudy,8552,2.0350754962508875,2025-02-17
2025-03-01 15:35:37.533199616,Revenge of the Mummy,28,26,20,48,182,10.574514883971002,21.1667392321001,Yes,48,Male,Cloudy,14766,4.548311745077678,2025-02-20
2025-02-21 17:08:29.845592320,Sesame Street Spaghetti Space Chase,51,32,22,49,147,11.540234828032235,20.98291122668403,No,43,Male,Cloudy,16111,2.7690810173649703,2025-02-24
2025-02-19 08:40:47.138503424,Transformers: The Ride,26,26,23,50,154,10.96926244331171,21.411084260661788,No,22,Female,Sunny,14680,2.9671083600159593,2025-02-19
2025-02-20 07:23:24.710807808,Sesame Street Spaghetti Space Chase,28,32,17,51,183,10.42097773967953,17.40511625340927,No,29,Male,Rainy,16220,1.3126181959394434,2025-02-16
2025-02-19 07:09:22.564312320,Puss In Boots' Giant Journey,31,30,20,52,175,10.015260238782897,20.213498643894503,No,44,Female,Sunny,20183,4.425558180728374,2025-02-18
2025-02-28 04:45:29.552884480,Puss In Boots' Giant Journey,45,26,22,53,80,13.010334298732829,17.847828573729952,Yes,35,Male,Cloudy,17817,4.4954942381101315,2025-02-26
2025-03-01 13:27:57.193883392,Puss In Boots' Giant Journey,30,24,18,54,183,10.533864416358808,21.4480825650696,Yes,42,Female,Cloudy,17959,2.8934850764346525,2025-02-28
2025-02-26 05:13:22.676233472,Battlestar Galactica: CYLON,64,31,22,55,106,9.902772686487108,18.239452055026337,No,31,Male,Cloudy,13604,2.723126655256548,2025-03-01
2025-02-16 07:44:31.896329216,Battlestar Galactica: CYLON,30,29,14,56,103,10.818135577715701,17.2977928405214,No,13,Female,Rainy,7600,2.0679509858245106,2025-02-16
2025-02-15 14:15:41.065264128,Transformers: The Ride,53,27,16,57,123,10.848210394765381,17.911860337737473,Yes,42,Male,Cloudy,16233,1.5707163550212,2025-02-26
2025-03-02 04:28:09.036955904,Sesame Street Spaghetti Space Chase,33,32,15,58,102,13.034597709507732,19.39584818631099,No,35,Male,Cloudy,19781,3.0363442806681054,2025-02-25
2025-02-20 01:51:23.959010816,Revenge of the Mummy,29,23,14,59,103,10.161584024941705,17.123566324481406,No,20,Female,Sunny,10034,3.5956780567789464,2025-02-19
2025-02-21 09:01:48.902040832,Puss In Boots' Giant Journey,28,30,31,60,104,9.502496610917763,17.089427583977294,No,45,Male,Cloudy,15988,3.6088320210741363,2025-02-26
2025-02-20 01:55:33.033348608,Puss In Boots' Giant Journey,60,23,20,61,126,9.94249747424693,20.23795969366023,Yes,30,Female,Sunny,16919,1.764972240794641,2025-02-17
2025-02-16 02:55:23.755106816,Transformers: The Ride,37,26,23,62,133,11.328025306121852,18.679340519706027,No,39,Male,Rainy,13080,2.539004325127741,2025-02-18
2025-02-23 17:31:25.751102464,Sesame Street Spaghetti Space Chase,51,20,21,63,187,10.598190674787274,19.775135039457144,Yes,20,Male,Cloudy,9535,4.667100672604973,2025-02-24
2025-02-16 17:25:04.745745152,Transformers: The Ride,36,25,15,64,105,12.379346336436463,17.878678482576188,Yes,30,Male,Rainy,13902,2.4372046072832703,2025-02-20
2025-02-27 02:00:05.958506496,Battlestar Galactica: CYLON,23,33,23,65,203,11.617256900214528,17.743802415030864,No,22,Male,Cloudy,9234,2.7203380891795534,2025-02-27
2025-02-16 00:57:22.449336832,Sesame Street Spaghetti Space Chase,41,26,21,66,166,9.535142851497122,16.98010095411302,No,41,Female,Rainy,9495,2.52441844950268,2025-02-17
2025-03-01 12:13:55.752791808,Puss In Boots' Giant Journey,31,38,20,67,127,10.599320229179767,19.51068362675032,Yes,34,Female,Cloudy,16547,5.003370192872947,2025-03-02
2025-02-22 01:22:55.864884736,Battlestar Galactica: CYLON,65,28,16,68,126,10.76923110128865,20.644063519799012,No,32,Male,Cloudy,18470,3.8403775434969845,2025-02-26
2025-02-17 12:12:38.934185472,Sesame Street Spaghetti Space Chase,28,29,17,69,126,9.574812524772438,17.967627745332493,Yes,29,Female,Cloudy,9699,2.889340452330563,2025-02-27
2025-02-27 20:16:46.691227392,Revenge of the Mummy,42,27,28,70,125,11.764065983996884,17.174117267073985,No,47,Male,Cloudy,6888,4.696457044253362,2025-02-23
2025-02-23 23:14:41.925456384,Revenge of the Mummy,25,25,10,71,126,9.720338722996416,17.50779580981464,No,26,Female,Cloudy,8071,4.069888847130864,2025-02-24
2025-02-28 03:26:46.345118464,Sesame Street Spaghetti Space Chase,39,29,20,72,164,9.382469392028947,17.732326132706202,No,29,Female,Cloudy,14057,4.4933828889912455,2025-03-01
2025-02-16 06:50:12.940472064,Battlestar Galactica: CYLON,33,31,20,73,183,12.604771830201678,18.861729712532593,No,24,Female,Rainy,9615,3.1612472567967638,2025-02-16
2025-02-19 19:50:01.572699392,Sesame Street Spaghetti Space Chase,32,31,23,74,104,10.162112411039118,17.025998122437873,No,16,Female,Sunny,10521,2.118061856831509,2025-02-19
2025-03-01 16:00:18.085171200,Puss In Boots' Giant Journey,36,27,17,75,126,10.004148917712314,17.66179989076116,No,56,Female,Cloudy,10345,2.325900628348188,2025-02-25
2025-03-03 00:00:00.000000000,Sesame Street Spaghetti Space Chase,56,28,13,76,149,9.547920378757619,19.38285808993616,No,37,Male,Cloudy,16824,2.7300069646649288,2025-02-26
2025-02-26 04:58:40.744132864,Sesame Street Spaghetti Space Chase,37,28,12,77,124,9.635645175680095,19.98647415384107,No,42,Male,Cloudy,13158,4.42763469254336,2025-02-25
2025-02-15 19:28:11.156701952,Battlestar Galactica: CYLON,46,20,22,78,136,11.773550910478296,19.956551423381026,No,44,Female,Rainy,7776,2.615411304647798,2025-02-15
2025-02-21 22:43:47.113196032,Transformers: The Ride,36,31,22,79,183,10.280983362746033,17.8027962299011,No,42,Male,Cloudy,9597,2.7885843256356693,2025-02-22
2025-02-16 09:32:20.413341696,Sesame Street Spaghetti Space Chase,26,25,18,80,125,10.761712964112235,17.333462746109564,No,37,Male,Cloudy,9092,1.3832287164617414,2025-02-19
2025-02-19 20:07:22.800101120,Puss In Boots' Giant Journey,48,25,23,81,186,12.304892852157868,17.98629453672038,No,47,Female,Cloudy,9603,1.4190178205706618,2025-02-21
2025-02-18 07:35:26.422685440,Puss In Boots' Giant Journey,28,28,13,82,201,10.430658952330607,20.965076865780457,No,40,Male,Sunny,11532,1.0288085810501206,2025-02-17
2025-03-01 17:12:56.308877056,Sesame Street Spaghetti Space Chase,64,29,20,83,124,10.617269366348724,17.24319047013202,No,27,Male,Cloudy,18903,3.2842539286641905,2025-02-22
2025-02-19 06:57:25.588973056,Puss In Boots' Giant Journey,28,30,22,84,124,10.677278310783654,17.888605445292,No,34,Male,Sunny,10818,2.70039476185546,2025-02-16
2025-02-15 21:08:54.458904832,Sesame Street Spaghetti Space Chase,23,19,24,85,146,10.800098917184114,18.18430373331283,No,18,Female,Rainy,4239,2.2992983567732765,2025-02-15
2025-02-26 16:46:31.143349760,Sesame Street Spaghetti Space Chase,19,32,27,86,126,10.816738372954944,19.355959604346268,Yes,27,Female,Cloudy,10513,4.352314135347578,2025-02-18
2025-02-21 00:26:51.061531904,Transformers: The Ride,27,25,24,87,135,10.03240173276191,20.713521871101197,No,33,Male,Sunny,14934,1.674374587996523,2025-02-17
2025-02-22 08:12:05.452110080,Puss In Boots' Giant Journey,61,32,24,88,126,10.32394433650779,20.073277082097828,No,35,Female,Sunny,21418,2.8986599502263664,2025-02-25
2025-02-27 03:14:09.165203968,Battlestar Galactica: CYLON,65,32,20,89,206,12.687707091952547,21.107093038567978,No,39,Female,Cloudy,16509,2.077357601790264,2025-02-19
2025-02-16 01:31:24.792823808,Battlestar Galactica: CYLON,20,25,12,90,166,11.45945918179574,21.285145870600005,Yes,26,Male,Cloudy,9314,2.914669316215525,2025-02-23
2025-02-28 20:14:47.805181952,Puss In Boots' Giant Journey,25,31,20,91,135,10.211475786037461,20.065186773344497,No,24,Male,Cloudy,18406,4.798344074488318,2025-02-18
2025-02-22 00:59:36.111198208,Transformers: The Ride,40,26,24,92,105,10.595307816641247,21.33868289629952,Yes,30,Female,Rainy,7706,2.3103626238190103,2025-02-19
2025-02-27 11:05:40.947156480,Puss In Boots' Giant Journey,46,19,15,93,125,9.153895084542048,17.845354452337556,Yes,30,Female,Cloudy,18129,1.3352527134531003,2025-02-23
2025-02-28 02:06:36.624913920,Puss In Boots' Giant Journey,43,29,21,94,155,12.439412393824938,21.15653774853858,Yes,30,Female,Cloudy,14482,4.545634121941653,2025-03-02
2025-02-18 11:47:13.871430912,Revenge of the Mummy,40,26,20,95,133,9.728501074482393,21.155422115096023,No,28,Female,Sunny,7206,2.137591661049069,2025-02-18
2025-02-15 12:46:21.083503360,Transformers: The Ride,30,27,23,96,134,9.912873266042972,20.29575691201431,No,25,Female,Rainy,9829,2.7454136923931327,2025-02-15
2025-02-27 16:20:20.757216256,Transformers: The Ride,57,31,24,97,106,11.410930471161377,18.62523646059174,No,34,Male,Cloudy,10362,3.178359939341661,2025-02-26
2025-02-16 13:25:17.127723008,Sesame Street Spaghetti Space Chase,34,32,22,98,165,12.794700301453458,21.225926948218024,Yes,28,Female,Rainy,5336,2.1356597382276767,2025-02-16
2025-02-27 09:39:34.600787968,Transformers: The Ride,31,29,26,99,151,10.913527470049697,19.32223364582293,No,25,Male,Cloudy,12438,4.4265851032576995,2025-02-23
2025-03-02 02:33:21.336209152,Battlestar Galactica: CYLON,36,31,33,100,183,11.033432281831177,20.698426822775055,No,33,Female,Cloudy,15504,3.4551080303609387,2025-02-27
2025-02-18 23:40:10.638357760,Transformers: The Ride,39,31,20,101,126,9.447945271982956,17.827688502520157,Yes,24,Female,Sunny,10097,2.3203109082540214,2025-02-21
2025-02-23 13:10:05.051343872,Transformers: The Ride,5,26,15,102,151,10.297204257761525,18.607198914763835,Yes,27,Female,Cloudy,17079,4.5822973061189245,2025-02-17
2025-02-27 22:32:23.127327744,Puss In Boots' Giant Journey,33,28,24,103,150,11.01129058745044,17.132043792016912,No,47,Female,Cloudy,12834,4.175761459218422,2025-03-01
2025-02-22 14:21:56.211320576,Sesame Street Spaghetti Space Chase,44,31,21,104,126,9.941108385443394,21.124779692355688,No,38,Male,Rainy,17608,1.6064206339059544,2025-02-18
2025-02-19 00:35:46.611433216,Revenge of the Mummy,36,29,30,105,152,10.251379627714902,17.06763006013931,No,36,Male,Rainy,10509,3.478758553054525,2025-02-16
2025-02-17 04:28:40.709036544,Revenge of the Mummy,51,23,18,106,145,12.501782884542642,17.481795025807536,No,31,Male,Rainy,18066,1.8715718539755977,2025-02-23
2025-02-23 14:59:24.459814912,Revenge of the Mummy,36,27,23,107,209,11.424595947673039,17.623709935392224,Yes,26,Female,Sunny,14208,2.5761186257983493,2025-02-21
2025-02-18 16:15:55.483075072,Puss In Boots' Giant Journey,52,31,22,108,104,10.640591272328725,20.25962799936883,No,27,Female,Cloudy,11540,1.50246778690859,2025-02-26
2025-02-20 07:24:07.874191872,Revenge of the Mummy,30,33,25,109,126,12.59678235007132,20.096829055068135,No,18,Male,Sunny,13822,1.2961133313581847,2025-02-18
2025-02-22 20:19:49.355146496,Sesame Street Spaghetti Space Chase,63,26,12,110,135,9.803480537134629,17.753130577842906,No,39,Female,Rainy,7313,2.7370566732365926,2025-02-22
2025-02-15 15:14:51.439030528,Sesame Street Spaghetti Space Chase,50,27,30,111,165,9.15135387784026,19.050572222678653,No,39,Female,Rainy,5430,3.2503192320949985,2025-02-17
2025-02-19 08:23:49.418960384,Sesame Street Spaghetti Space Chase,50,33,22,112,125,12.136859894328742,18.549483065618475,No,44,Female,Cloudy,18919,2.3088242396570324,2025-02-17
2025-02-28 22:05:28.455187200,Puss In Boots' Giant Journey,5,22,20,113,135,10.628646976716912,18.64485928998375,No,43,Female,Cloudy,15916,3.814026177510061,2025-03-01
2025-02-23 23:37:40.434283776,Transformers: The Ride,39,28,16,114,125,9.33656235576163,21.170072904924854,Yes,20,Female,Cloudy,11312,3.7537834024757633,2025-02-23
2025-02-26 14:01:54.574040064,Puss In Boots' Giant Journey,31,27,24,115,107,12.377497317897188,17.00416056048444,No,24,Female,Cloudy,12116,4.7372173453353765,2025-02-25
2025-02-16 12:09:20.133581824,Transformers: The Ride,54,19,21,116,136,9.61385054672785,19.198791481402374,No,31,Male,Rainy,7856,2.8610429557767927,2025-02-16
2025-02-16 01:43:44.655775232,Revenge of the Mummy,56,32,20,117,176,9.53442427284442,19.958487193925087,No,41,Male,Cloudy,12747,2.434431452724732,2025-02-28
2025-02-21 00:43:00.800954368,Puss In Boots' Giant Journey,59,31,12,118,104,10.680996397870368,20.574256031690325,No,36,Male,Cloudy,5646,1.9505438458210165,2025-02-18
2025-02-22 07:11:29.830399488,Revenge of the Mummy,47,30,23,119,240,11.966836752331838,20.69500080095156,Yes,35,Female,Cloudy,12292,1.3994608308758225,2025-02-21
2025-03-01 19:43:42.130827264,Transformers: The Ride,32,25,17,120,124,12.77139385828942,17.277058032819223,Yes,35,Female,Cloudy,13282,2.4199581697295076,2025-02-26
2025-02-20 11:19:41.397627136,Puss In Boots' Giant Journey,65,31,20,121,166,10.877988944403173,17.814413617188027,No,30,Male,Cloudy,7301,1.1971789744580605,2025-02-23
2025-02-19 06:23:44.485284352,Transformers: The Ride,37,26,24,122,125,9.455753731711496,17.761027334255655,No,42,Female,Cloudy,16195,4.372204206133375,2025-02-28
2025-02-23 17:17:28.793191936,Revenge of the Mummy,51,26,20,123,133,9.550476238395062,18.28674882354515,No,22,Male,Cloudy,13558,2.2846340901874704,2025-02-19
2025-02-25 23:36:43.939036928,Battlestar Galactica: CYLON,32,21,20,124,105,12.645488277576431,18.306378106494698,No,30,Female,Cloudy,11021,4.47195597263684,2025-03-02
2025-02-18 11:41:12.423128576,Sesame Street Spaghetti Space Chase,30,28,24,125,137,9.383264675410565,18.349025906594743,Yes,40,Female,Sunny,19314,2.271267534120408,2025-02-27
2025-02-16 16:01:58.078990336,Sesame Street Spaghetti Space Chase,42,31,22,126,123,11.06085507831503,18.3846090958454,No,32,Female,Rainy,8307,2.7101111166726946,2025-02-16
2025-02-19 06:29:45.204566272,Battlestar Galactica: CYLON,59,24,12,127,147,12.887294711580658,19.4129350898649,No,28,Male,Rainy,9897,2.5749904730098105,2025-02-18
2025-03-01 08:58:11.543869696,Sesame Street Spaghetti Space Chase,33,31,23,128,164,11.182663236604425,18.968866449145203,No,34,Female,Cloudy,9892,2.734700271468304,2025-02-24
2025-02-27 07:20:06.369904384,Puss In Boots' Giant Journey,21,25,19,129,151,10.803630887241278,17.314615533575335,No,32,Female,Cloudy,11412,4.611818997004347,2025-02-26
2025-02-20 16:14:53.055648512,Sesame Street Spaghetti Space Chase,28,27,23,130,126,9.785820041367726,20.27535777297054,No,23,Male,Sunny,18922,3.5267441623422666,2025-02-20
2025-02-19 02:18:29.921819648,Sesame Street Spaghetti Space Chase,27,31,28,131,165,12.482658074156818,19.992672569054402,No,29,Female,Sunny,18711,3.8355477640076123,2025-02-17
2025-02-20 21:35:18.362634752,Transformers: The Ride,32,23,20,132,125,10.260756183244085,21.229970459022397,Yes,46,Female,Sunny,16690,3.335463244153852,2025-02-15
2025-02-15 19:46:45.613707520,Transformers: The Ride,48,28,23,133,183,11.610000552778997,18.88726733450219,No,40,Female,Cloudy,5903,2.244711318052886,2025-02-23
2025-03-02 07:47:23.455572992,Puss In Boots' Giant Journey,60,23,20,134,167,10.621087161889555,21.173770258059594,Yes,39,Female,Cloudy,14565,4.287634964731463,2025-02-17
2025-02-27 19:20:37.574522368,Sesame Street Spaghetti Space Chase,43,21,24,135,135,11.124012324871929,20.72396877586255,Yes,24,Male,Cloudy,16829,4.3525993889731165,2025-02-26
2025-02-16 23:08:40.137484544,Sesame Street Spaghetti Space Chase,27,29,13,136,200,12.600646171543621,19.214403371737294,Yes,50,Male,Cloudy,9278,1.090069514302833,2025-02-25
2025-02-23 04:39:42.034082048,Sesame Street Spaghetti Space Chase,22,29,20,137,166,8.800554295397069,19.857610536942744,Yes,34,Female,Sunny,8898,4.803506297929421,2025-02-18
2025-02-25 00:27:25.866304512,Battlestar Galactica: CYLON,24,26,22,138,181,9.627892665815226,21.303593808991447,No,30,Male,Cloudy,12150,4.336716468998649,2025-02-26
2025-02-20 14:52:50.149040896,Revenge of the Mummy,33,31,17,139,136,9.475669183141703,18.953330766638803,No,23,Female,Cloudy,10478,1.2442138430462717,2025-02-28
2025-03-01 11:11:47.734808832,Puss In Boots' Giant Journey,53,32,22,140,125,11.261069809175247,17.44033811573224,Yes,31,Female,Cloudy,13837,2.91906448192754,2025-02-26
2025-02-20 14:24:25.545473536,Sesame Street Spaghetti Space Chase,60,36,13,141,135,11.911780779147705,17.88157377359339,No,19,Female,Cloudy,9415,2.339325885188193,2025-02-23
2025-02-19 23:03:19.395852544,Transformers: The Ride,31,16,20,142,133,9.227120432778559,21.155023275475134,Yes,43,Male,Sunny,12453,1.6395777169713845,2025-02-16
2025-02-18 22:43:36.846139904,Transformers: The Ride,52,22,13,143,185,12.819778419740718,20.474568219112136,No,27,Male,Cloudy,16871,2.463661028316957,2025-02-22
2025-02-25 03:47:42.637694976,Sesame Street Spaghetti Space Chase,37,29,20,144,133,10.437399278689705,21.198755946781056,Yes,28,Female,Cloudy,16554,4.161515687448288,2025-02-26
2025-02-22 08:52:37.069807104,Sesame Street Spaghetti Space Chase,29,26,20,145,105,12.63825330601118,17.83815737401169,Yes,43,Female,Cloudy,9438,1.0999628881575956,2025-02-25
2025-02-16 04:36:48.192487936,Battlestar Galactica: CYLON,71,22,22,146,135,11.050181888408634,18.06567421839532,No,34,Female,Cloudy,7273,2.6177868371613195,2025-02-15
2025-02-20 18:00:55.265069312,Sesame Street Spaghetti Space Chase,43,28,17,147,184,9.37086086050763,19.84099446448036,No,27,Male,Cloudy,19052,1.0667154871303635,2025-02-28
2025-02-24 11:50:18.279840000,Battlestar Galactica: CYLON,59,30,22,148,126,12.043265492514955,18.927203453098738,Yes,17,Female,Cloudy,13111,2.8433277524382143,2025-03-01
2025-02-17 08:38:40.897103104,Transformers: The Ride,26,30,20,149,133,9.634028458130306,19.83622880191118,Yes,33,Female,Sunny,8357,1.0818152297445207,2025-02-19
2025-02-16 21:49:09.002866432,Sesame Street Spaghetti Space Chase,32,33,22,150,164,9.822792984546908,17.932462461726313,Yes,44,Male,Cloudy,7759,1.238119738544543,2025-02-16
2025-02-23 22:26:42.067160320,Transformers: The Ride,18,30,25,151,124,10.23861028056988,18.33586399223377,Yes,43,Female,Cloudy,14755,4.519337715011489,2025-02-22
2025-02-15 19:34:43.455823360,Revenge of the Mummy,57,25,13,152,232,11.342029833872672,18.473696740249874,No,27,Male,Rainy,16170,1.8303341251936525,2025-02-16
2025-02-17 05:16:39.628908800,Transformers: The Ride,30,18,24,153,148,9.523305877709028,17.3610867962891,Yes,36,Female,Rainy,8569,2.1422841521974245,2025-02-15
2025-02-16 13:09:52.881387776,Battlestar Galactica: CYLON,41,30,15,154,186,9.562908281121835,18.78472138009721,Yes,36,Female,Rainy,6470,2.158817072858076,2025-02-15
